,Clothing ID,Age,Rating,Recommended IND,Positive Feedback Count,Labeled Division Name,Labeled Department Name,Labeled Class Name
3103,1020,46,5,1,0,0,0,15
17316,1059,41,5,1,7,0,0,13
925,1080,55,5,1,0,1,1,3
14569,1074,35,5,1,1,0,1,3
13944,825,38,3,1,1,0,4,0
13646,1078,44,5,1,1,0,1,3
17320,862,66,3,1,2,0,4,8
2517,1078,47,4,1,3,1,1,3
15994,1081,38,5,1,0,1,1,3
17032,1086,56,5,1,3,1,1,3
22192,824,63,5,1,0,0,4,0
23445,862,53,4,1,0,1,4,8
9587,928,55,3,1,3,0,4,17
21413,902,49,5,1,1,1,4,4
13984,1094,42,5,1,0,0,1,3
13057,936,38,5,1,1,1,4,17
17177,850,37,5,1,1,0,4,0
8316,1047,38,5,1,1,1,0,13
11408,834,34,5,1,1,1,4,0
4677,871,35,5,1,0,1,4,8
5180,854,48,5,1,1,0,4,8
9522,1094,53,4,1,6,0,1,3
17841,862,34,5,1,0,1,4,8
5840,936,49,5,1,2,2,2,18
12646,752,38,5,1,0,2,2,16
16201,936,39,3,1,0,1,4,17
12858,975,73,4,1,2,0,3,6
15498,829,41,5,1,0,0,4,0
6345,993,42,5,1,0,1,0,15
1181,1072,43,3,1,5,0,1,3
4956,927,71,5,1,0,0,4,17
20485,877,43,4,1,1,1,4,8
7374,1086,46,5,1,1,0,1,3
8381,1094,54,5,1,1,1,1,3
1449,936,47,4,1,0,2,2,18
4976,927,59,5,1,1,0,4,17
16460,935,47,5,1,1,0,4,17
8951,1077,42,5,1,1,0,1,3
9102,1094,34,5,1,1,1,1,3
13425,1094,52,5,1,3,1,1,3
12442,1035,52,5,1,1,1,0,7
23285,862,28,5,1,0,0,4,8
18742,828,40,5,1,0,1,4,0
6037,873,56,5,1,0,0,4,8
5828,895,39,4,1,0,0,4,4
12294,569,46,5,1,1,0,5,19
11815,1079,70,5,1,1,0,1,3
16249,819,56,5,1,7,1,4,0
3541,895,20,5,1,0,1,4,4
21996,1084,39,4,1,0,0,1,3
23032,868,30,5,1,4,0,4,8
13026,917,46,4,1,0,0,4,4
14504,909,50,5,1,5,0,4,4
13277,1040,38,5,1,0,0,0,7
13245,1078,39,5,1,1,0,1,3
3905,1099,38,5,1,0,0,1,3
11092,829,50,5,1,0,1,4,0
16187,936,62,3,1,4,1,4,17
14266,879,34,5,1,0,1,4,8
5364,1095,41,5,1,0,1,1,3
964,936,41,4,1,0,2,2,16
20685,936,53,4,1,4,2,2,9
6766,1033,31,5,1,0,1,0,7
15601,949,52,5,1,0,0,4,17
22532,1098,44,5,1,7,0,1,3
20254,824,65,5,1,3,0,4,0
7028,1078,67,5,1,0,0,1,3
5773,868,61,5,1,0,0,4,8
7252,868,44,5,1,5,0,4,8
18865,830,51,5,1,0,0,4,0
816,1105,49,4,1,0,0,1,3
11059,866,43,5,1,1,0,4,8
11628,950,41,5,1,3,0,4,17
9181,1146,49,5,1,4,1,5,19
22573,1088,30,5,1,2,0,1,3
17051,999,33,5,1,0,0,0,15
13076,975,39,5,1,1,1,3,6
3249,936,38,5,1,5,2,2,18
8021,1099,34,5,1,0,1,1,3
17498,1081,24,3,1,0,1,1,3
10821,1110,34,5,1,3,0,1,3
2226,1086,50,5,1,0,1,1,3
2629,1081,33,5,1,7,0,1,3
1300,850,65,5,1,1,0,4,0
5538,871,59,4,1,7,0,4,8
3552,1147,37,5,1,6,0,5,19
688,1087,52,5,1,1,0,1,3
7811,928,53,4,1,1,0,4,17
635,634,37,4,1,0,1,2,11
9940,873,43,4,1,2,0,4,8
18499,984,38,5,1,2,1,3,6
3890,1081,66,3,1,0,1,1,3
1261,979,60,5,1,0,0,3,6
10520,909,27,5,1,1,0,4,4
3746,1078,56,3,1,1,0,1,3
12887,1078,46,4,1,0,1,1,3
20221,862,21,4,1,0,0,4,8
17463,936,41,3,1,0,2,2,18
11102,936,48,5,1,0,2,2,10
1652,835,31,4,1,1,1,4,0
9452,974,35,5,1,0,1,3,6
8983,940,68,4,1,0,0,4,17
6118,1081,39,3,1,0,1,1,3
22710,1087,41,5,1,0,1,1,3
4997,868,37,4,1,0,0,4,8
19566,1078,54,4,1,0,1,1,3
5817,842,37,3,1,5,0,4,0
1316,836,35,5,1,1,0,4,0
419,1080,32,3,1,1,0,1,3
1235,1095,37,5,1,0,0,1,3
18671,936,54,5,1,0,0,4,3
10634,1060,35,5,1,0,1,0,13
10344,1094,34,4,1,1,1,1,3
16130,899,39,5,1,0,0,4,4
14410,1078,33,3,1,1,1,1,3
8629,1078,47,5,1,2,1,1,3
22179,830,54,5,1,2,0,4,0
18046,1089,33,5,1,0,0,1,3
20602,1112,40,5,1,0,0,3,12
13837,1095,31,4,1,0,1,1,3
9674,828,36,5,1,1,1,4,0
13326,1038,31,3,1,1,1,0,7
10523,1110,63,5,1,2,0,1,3
5996,873,58,5,1,0,0,4,8
18660,1133,55,4,1,0,1,3,12
2342,936,37,4,1,0,0,0,14
10469,1038,37,5,1,0,1,0,7
11801,1079,42,4,1,6,0,1,3
20042,1075,41,5,1,0,1,1,3
13433,927,37,5,1,0,1,4,17
19577,1059,40,5,1,1,0,0,13
14530,1112,53,5,1,1,1,3,12
3868,1081,45,5,1,0,1,1,3
12401,863,38,4,1,2,0,4,8
22893,1091,34,5,1,1,1,1,3
5949,873,32,5,1,0,0,4,8
2803,868,34,5,1,0,0,4,8
13138,1078,35,3,1,1,0,1,3
4417,1081,24,5,1,0,1,1,3
7887,860,65,4,1,2,0,4,8
2701,818,36,4,1,1,1,4,0
9566,862,38,5,1,1,0,4,8
23077,866,53,5,1,1,0,4,8
19548,1078,33,5,1,0,1,1,3
7260,906,33,4,1,0,1,4,4
13760,872,45,5,1,6,1,4,8
13595,828,67,3,1,5,0,4,0
13642,1078,34,3,1,1,0,1,3
17253,850,38,5,1,0,0,4,0
2106,1092,37,5,1,0,1,1,3
23186,1094,29,4,1,0,0,1,3
2916,1125,41,5,1,1,0,3,12
11232,864,38,4,1,2,0,4,8
17022,1086,48,5,1,0,1,1,3
23029,990,30,3,1,0,0,0,15
618,1059,27,5,1,3,0,0,13
4809,829,54,4,1,3,0,4,0
20992,829,51,3,1,4,0,4,0
19808,965,44,3,1,0,1,3,6
12705,1110,53,4,1,1,0,1,3
21637,1077,33,5,1,0,0,1,3
19793,1096,56,5,1,3,0,1,3
17113,829,29,5,1,1,1,4,0
13166,1078,45,4,1,3,0,1,3
3223,1033,63,5,1,1,0,0,7
12460,927,43,3,1,2,1,4,17
3022,999,31,5,1,0,0,0,15
21128,831,25,5,1,0,0,4,0
6575,936,25,5,1,0,2,2,16
14008,1094,53,5,1,0,0,1,3
22708,937,37,4,1,2,0,4,17
6717,1033,26,4,1,1,1,0,7
8879,1020,60,5,1,1,0,0,15
4078,907,57,3,1,0,0,4,4
22347,1072,20,5,1,2,0,1,3
43,936,67,4,1,1,2,2,16
17512,1081,47,4,1,5,1,1,3
10834,1038,53,5,1,1,0,0,7
2162,872,48,4,1,2,1,4,8
19348,867,58,5,1,2,1,4,8
5568,1081,35,3,1,0,0,1,3
22745,895,39,5,1,0,0,4,4
10053,1081,32,4,1,0,1,1,3
2356,835,49,5,1,1,0,4,0
20200,1078,29,4,1,0,0,1,3
11959,829,43,5,1,2,0,4,0
15849,1033,56,5,1,1,0,0,7
22685,1087,46,5,1,0,1,1,3
16233,1070,48,5,1,0,0,0,13
10994,1086,60,5,1,0,0,1,3
21539,1094,28,4,1,0,1,1,3
324,1066,41,5,1,0,0,0,13
5795,1049,60,5,1,0,0,0,13
7829,1082,49,5,1,1,0,1,3
9614,868,47,5,1,1,0,4,8
16114,1038,38,4,1,1,0,0,7
18444,850,34,4,1,0,1,4,0
9356,1059,28,5,1,0,1,0,13
6494,1020,33,5,1,1,0,0,15
22215,993,42,5,1,2,1,0,15
12756,1084,26,3,1,0,0,1,3
6042,839,64,5,1,1,0,4,0
5852,1077,45,5,1,2,1,1,3
9264,1086,44,4,1,7,0,1,3
2793,997,36,5,1,1,1,0,15
19235,1078,32,5,1,4,0,1,3
16049,1056,48,5,1,0,0,0,13
8617,936,55,5,1,2,1,2,11
9462,872,54,5,1,7,1,4,8
4031,860,22,5,1,1,1,4,8
10450,862,37,5,1,1,0,4,8
21798,863,42,3,1,0,1,4,8
20324,871,27,4,1,0,1,4,8
8868,984,34,5,1,0,0,3,6
3944,943,43,3,1,2,0,4,17
23188,936,41,5,1,0,0,0,14
1440,1087,31,5,1,0,0,1,3
2250,1052,39,5,1,7,0,0,13
4479,1086,62,5,1,3,0,1,3
9172,993,62,5,1,1,0,0,15
10218,1135,49,5,1,6,0,5,19
3825,936,27,5,1,2,1,0,13
17496,1083,62,5,1,1,1,1,3
13724,1078,49,3,1,0,0,1,3
3818,819,55,5,1,0,0,4,0
1329,836,51,4,1,1,0,4,0
2293,1094,61,4,1,1,1,1,3
1923,828,45,5,1,0,0,4,0
6758,862,34,5,1,1,1,4,8
2497,1078,35,5,1,0,1,1,3
5484,823,44,5,1,0,1,4,0
1744,830,60,3,1,1,1,4,0
7224,903,66,5,1,0,1,4,4
13290,936,32,4,1,0,1,4,17
19297,1078,49,4,1,0,1,1,3
9083,1094,70,5,1,6,0,1,3
5243,1033,37,5,1,0,0,0,7
11598,1078,71,5,1,0,1,1,3
10189,1076,34,4,1,1,0,1,3
2614,1085,50,3,1,2,1,1,3
17389,1068,46,5,1,0,0,0,13
8876,1044,47,5,1,1,0,0,13
21285,936,34,5,1,0,2,2,9
14309,677,53,5,1,3,2,2,11
7606,917,52,5,1,0,0,4,4
17288,825,21,5,1,1,0,4,0
13378,1153,37,3,1,1,0,1,3
1408,936,30,5,1,1,2,2,5
4081,895,36,5,1,0,1,4,4
7086,868,59,5,1,4,0,4,8
21340,1009,40,3,1,0,0,0,15
19464,1068,42,5,1,0,0,0,13
2318,1094,44,5,1,5,0,1,3
23296,823,39,4,1,0,0,4,0
20797,1094,33,3,1,1,0,1,3
9749,895,48,5,1,2,0,4,4
3191,936,29,5,1,0,2,2,16
4155,1104,25,5,1,4,1,1,3
9165,1126,67,5,1,0,1,3,12
17081,936,32,3,1,2,2,2,10
7513,941,36,4,1,0,0,4,17
1253,850,52,5,1,1,1,4,0
9834,1078,39,4,1,1,1,1,3
2051,1072,37,4,1,2,1,1,3
671,1059,47,4,1,0,0,0,13
3121,862,61,5,1,0,1,4,8
2630,945,32,5,1,1,0,4,17
2449,1085,46,5,1,0,1,1,3
8703,836,75,4,1,3,0,4,0
12989,942,57,3,1,1,1,4,17
7921,877,39,5,1,1,1,4,8
15220,831,43,5,1,0,1,4,0
8652,774,62,4,1,3,2,2,11
15048,936,34,5,1,0,0,4,17
10088,863,41,5,1,0,0,4,8
12441,927,54,3,1,2,1,4,17
20915,854,34,5,1,1,0,4,8
6498,1095,52,5,1,2,0,1,3
13886,872,46,5,1,2,0,4,8
23345,1110,73,5,1,1,1,1,3
3226,1011,51,4,1,0,0,0,15
10617,1028,41,5,1,3,0,0,7
12750,820,59,5,1,4,0,4,0
11327,829,23,5,1,2,0,4,0
23348,1110,27,5,1,2,1,1,3
487,850,51,5,1,4,1,4,0
3308,860,55,5,1,1,0,4,8
9129,984,62,5,1,1,1,3,6
480,1104,51,3,1,0,0,1,3
18028,873,48,5,1,1,1,4,8
2338,835,56,3,1,0,0,4,0
18795,825,31,5,1,0,1,4,0
3741,936,25,5,1,2,2,2,18
17009,820,62,4,1,6,0,4,0
1334,836,31,5,1,6,0,4,0
6981,663,54,4,1,0,2,2,11
22681,862,41,5,1,0,1,4,8
9379,895,45,5,1,0,0,4,4
11241,1068,50,4,1,0,0,0,13
3207,862,36,3,1,0,1,4,8
16879,1104,45,5,1,0,0,1,3
21142,1061,60,5,1,1,0,0,13
17399,820,27,5,1,0,1,4,0
16611,1083,53,5,1,3,0,1,3
11561,867,39,5,1,0,0,4,8
1427,1081,45,4,1,0,1,1,3
5240,1094,25,3,1,0,0,1,3
16484,868,31,3,1,1,0,4,8
12405,829,28,5,1,0,1,4,0
1335,1003,23,5,1,2,0,0,15
2499,939,35,5,1,6,0,4,17
16757,828,57,5,1,0,1,4,0
2675,936,49,5,1,0,0,0,14
8418,1074,50,3,1,0,0,1,3
13089,1078,51,4,1,4,0,1,3
5815,921,38,5,1,0,0,4,17
7641,854,26,3,1,0,1,4,8
11461,1072,63,5,1,3,0,1,3
2121,850,60,4,1,3,1,4,0
21704,895,55,5,1,1,1,4,4
20591,1100,25,5,1,3,1,1,3
951,936,25,5,1,1,2,2,10
13720,862,42,3,1,0,0,4,8
22139,992,73,5,1,7,0,0,15
6512,1020,23,5,1,0,0,0,15
21829,1086,47,4,1,1,0,1,3
18937,673,38,3,1,1,1,2,11
5616,1081,42,5,1,1,0,1,3
16449,1086,44,5,1,0,0,1,3
3911,860,39,5,1,2,0,4,8
18813,822,26,4,1,2,0,4,0
20010,1180,33,5,1,1,0,4,0
16918,927,33,5,1,0,1,4,17
5412,1059,40,5,1,6,0,0,13
14974,862,32,5,1,0,0,4,8
14962,864,34,5,1,2,0,4,8
3198,835,44,5,1,1,1,4,0
16820,834,31,5,1,0,1,4,0
6960,850,46,4,1,4,0,4,0
4514,1086,31,5,1,0,0,1,3
20286,828,61,5,1,3,0,4,0
22758,1159,35,4,1,0,2,2,9
19978,536,24,4,1,2,2,2,18
15065,1028,59,5,1,1,1,0,7
21731,1033,48,5,1,2,1,0,7
13931,936,70,4,1,1,2,2,11
701,937,59,3,1,1,0,4,17
5969,873,29,3,1,0,0,4,8
21243,1126,42,5,1,0,0,3,12
6033,873,27,5,1,0,0,4,8
5697,861,40,3,1,6,0,4,8
11512,1081,33,5,1,0,1,1,3
6301,1015,51,5,1,0,1,0,15
3173,862,41,5,1,0,1,4,8
8840,1094,36,5,1,1,0,1,3
22333,828,25,4,1,3,0,4,0
12389,868,34,5,1,1,0,4,8
5148,844,28,4,1,3,0,4,0
6578,1078,39,4,1,1,1,1,3
14421,1078,36,5,1,0,1,1,3
16680,818,63,5,1,0,0,4,0
2016,862,66,5,1,0,1,4,8
8357,1116,34,5,1,3,1,3,12
11596,939,44,5,1,4,0,4,17
20131,936,30,4,1,0,2,2,9
17171,974,53,3,1,3,0,3,6
20736,1037,19,5,1,0,1,0,7
14627,850,51,5,1,0,1,4,0
3261,945,66,5,1,2,0,4,17
7836,1082,33,5,1,0,0,1,3
13967,936,40,5,1,0,1,2,11
9025,1189,42,5,1,3,0,0,7
1037,1083,46,5,1,5,1,1,3
18927,1094,39,4,1,0,0,1,3
13614,1077,33,5,1,1,0,1,3
4840,1024,52,3,1,4,0,0,7
22686,1087,53,5,1,0,1,1,3
815,895,42,3,1,0,0,4,4
11237,872,60,5,1,2,0,4,8
6241,862,53,3,1,0,0,4,8
21573,864,31,3,1,6,0,4,8
23430,854,35,5,1,0,1,4,8
21391,865,37,5,1,0,1,4,8
22483,936,42,5,1,1,2,2,16
6292,866,26,5,1,0,0,4,8
16179,1078,37,5,1,3,0,1,3
1867,1080,33,5,1,2,0,1,3
21512,1060,41,5,1,0,0,0,13
21869,1104,35,4,1,7,1,1,3
14020,939,39,5,1,0,1,4,17
20608,1066,64,4,1,1,1,0,13
6793,877,47,4,1,3,0,4,8
11697,1028,59,4,1,2,0,0,7
12804,1081,42,4,1,0,0,1,3
9268,868,45,4,1,1,0,4,8
1359,895,32,5,1,4,1,4,4
18911,829,52,4,1,0,0,4,0
881,936,37,5,1,3,0,0,14
20180,883,33,5,1,1,1,4,8
16942,836,35,5,1,0,0,4,0
17284,1095,35,5,1,4,0,1,3
6369,832,27,5,1,1,0,4,0
1586,1059,72,3,1,3,0,0,13
2580,1089,41,5,1,0,1,1,3
16215,940,30,5,1,1,1,4,17
3157,862,47,5,1,0,0,4,8
14594,850,39,5,1,3,1,4,0
21998,833,32,4,1,0,0,4,0
13807,1078,24,5,1,0,0,1,3
12870,1078,48,4,1,0,1,1,3
9984,1110,27,5,1,2,0,1,3
11223,872,34,4,1,0,0,4,8
18074,834,53,5,1,0,0,4,0
10004,1110,59,4,1,2,0,1,3
16102,1083,35,5,1,0,0,1,3
10148,872,47,5,1,0,1,4,8
1311,940,54,5,1,0,0,4,17
2849,863,61,5,1,4,1,4,8
12976,829,24,5,1,1,1,4,0
22115,1074,69,5,1,0,0,1,3
1312,850,41,5,1,0,0,4,0
12356,822,43,3,1,1,0,4,0
14084,927,37,5,1,0,0,4,17
8469,863,51,5,1,3,0,4,8
1490,936,26,5,1,1,0,4,17
19085,1094,74,5,1,0,0,1,3
4748,1080,37,5,1,0,0,1,3
920,1066,46,4,1,0,0,0,13
3723,1081,32,5,1,1,0,1,3
5420,877,44,5,1,0,0,4,8
18318,1150,53,5,1,1,0,1,3
8931,862,60,5,1,0,1,4,8
21104,877,33,3,1,6,0,4,8
10959,1083,55,3,1,0,0,1,3
2632,1044,45,5,1,0,0,0,13
9175,860,51,4,1,0,0,4,8
12059,1059,39,5,1,1,1,0,13
4344,1078,55,5,1,0,0,1,3
9017,872,53,3,1,5,0,4,8
20580,924,46,3,1,1,0,4,17
12578,1060,51,5,1,2,1,0,13
11413,1081,21,5,1,0,0,1,3
18899,1086,47,5,1,4,0,1,3
2087,872,32,5,1,0,1,4,8
2120,850,44,5,1,0,1,4,0
16279,1078,38,5,1,0,1,1,3
9838,1082,59,5,1,4,1,1,3
3132,906,65,5,1,1,1,4,4
18851,936,31,5,1,0,2,2,10
12975,1078,22,3,1,6,1,1,3
12577,883,40,4,1,0,1,4,8
10988,1092,40,5,1,0,1,1,3
15116,828,44,4,1,3,0,4,0
22996,936,28,5,1,1,1,2,11
716,886,42,5,1,0,1,4,8
17697,1095,21,5,1,0,0,1,3
12432,863,51,5,1,0,0,4,8
7179,1099,25,4,1,0,1,1,3
23093,866,46,3,1,0,0,4,8
17713,1009,48,5,1,1,0,0,15
8531,873,54,4,1,3,0,4,8
21484,861,35,5,1,0,0,4,8
2764,1080,35,5,1,0,0,1,3
19480,982,26,5,1,2,0,3,6
7667,1009,33,5,1,1,0,0,15
8480,863,37,3,1,0,0,4,8
3125,835,46,5,1,0,1,4,0
3124,862,37,5,1,0,1,4,8
1999,1110,26,5,1,0,1,1,3
11062,831,31,4,1,6,1,4,0
18643,867,36,5,1,3,1,4,8
9607,868,44,4,1,0,0,4,8
14313,862,30,4,1,0,0,4,8
9358,861,47,4,1,0,1,4,8
7157,1092,60,4,1,0,0,1,3
5684,993,66,5,1,1,1,0,15
11260,864,34,5,1,0,1,4,8
238,872,63,5,1,0,0,4,8
2163,984,59,5,1,1,0,3,6
1219,850,44,5,1,0,1,4,0
3171,862,36,5,1,2,1,4,8
5847,936,44,5,1,2,2,2,18
12396,863,43,5,1,3,0,4,8
7223,869,34,3,1,0,0,4,8
900,1008,52,5,1,1,1,0,15
6607,828,44,5,1,0,1,4,0
16094,1068,40,5,1,0,1,0,13
15318,895,43,4,1,1,0,4,4
12088,985,34,5,1,0,0,3,6
14857,984,36,5,1,0,0,3,6
23111,1083,43,5,1,0,0,1,3
2574,870,49,4,1,0,0,4,8
1307,940,45,5,1,0,0,4,17
8201,820,51,5,1,0,1,4,0
10293,1056,32,5,1,3,0,0,13
22356,936,36,5,1,1,0,0,14
16912,927,45,5,1,1,1,4,17
3270,1035,37,5,1,0,0,0,7
21344,823,46,5,1,1,1,4,0
11577,824,31,4,1,1,1,4,0
14763,1078,50,5,1,2,1,1,3
4114,940,44,4,1,0,0,4,17
16413,1086,48,5,1,0,0,1,3
20561,936,28,4,1,1,2,2,18
21260,1022,33,5,1,1,1,0,7
21690,872,19,5,1,1,0,4,8
12556,1060,28,4,1,0,1,0,13
13846,1078,60,4,1,2,0,1,3
8853,936,37,5,1,0,2,2,11
16204,936,29,5,1,0,2,2,11
401,1089,34,5,1,0,1,1,3
16070,1068,42,5,1,0,1,0,13
20306,1035,23,5,1,1,1,0,7
14615,1084,46,4,1,0,0,1,3
7415,1100,23,5,1,0,1,1,3
9311,834,46,4,1,0,1,4,0
4663,1078,48,5,1,2,0,1,3
20244,895,33,5,1,0,0,4,4
10567,860,54,3,1,1,0,4,8
20973,895,51,5,1,0,1,4,4
4224,1024,28,5,1,0,0,0,7
5046,875,31,4,1,0,0,4,8
13575,1077,43,4,1,1,0,1,3
18836,1081,39,5,1,6,1,1,3
14186,1083,25,4,1,3,0,1,3
20688,927,54,4,1,2,1,4,17
2726,984,39,5,1,0,0,3,6
23101,1083,32,5,1,0,0,1,3
17945,1030,44,5,1,0,0,0,7
11450,868,31,4,1,1,0,4,8
8131,860,68,5,1,4,0,4,8
2903,573,45,5,1,1,1,5,19
8082,1117,57,4,1,3,1,3,12
8326,1082,48,4,1,3,0,1,3
19877,964,54,4,1,2,1,3,6
12196,869,79,5,1,1,0,4,8
341,831,40,5,1,0,0,4,0
20078,833,53,5,1,0,1,4,0
5384,985,69,5,1,0,1,3,6
8877,867,41,5,1,0,0,4,8
14015,903,39,4,1,2,1,4,4
22075,850,46,4,1,2,0,4,0
4725,1080,62,5,1,6,0,1,3
11044,877,37,5,1,7,0,4,8
21490,1060,39,5,1,2,0,0,13
4620,840,60,5,1,1,0,4,0
14866,873,46,5,1,0,0,4,8
23268,823,55,5,1,0,0,4,0
7404,1075,42,5,1,0,0,1,3
22401,1087,28,4,1,2,0,1,3
12315,936,54,5,1,0,2,2,18
20671,927,28,5,1,0,1,4,17
20876,1078,39,4,1,4,0,1,3
16065,1068,33,3,1,0,1,0,13
8586,774,26,5,1,1,2,2,11
22897,1107,38,3,1,1,1,1,3
2166,872,33,5,1,0,1,4,8
11937,829,23,5,1,2,1,4,0
17233,864,23,4,1,1,0,4,8
13840,857,38,4,1,0,1,4,8
7672,1009,33,5,1,0,0,0,15
3358,860,61,5,1,0,0,4,8
3728,878,23,5,1,1,0,4,8
3805,863,69,5,1,3,1,4,8
12949,872,53,5,1,0,1,4,8
3217,862,26,4,1,2,1,4,8
11458,868,42,5,1,4,0,4,8
3184,1100,63,5,1,5,0,1,3
15844,1033,53,5,1,0,0,0,7
3630,903,55,5,1,7,0,4,4
19847,1080,29,4,1,7,1,1,3
14452,863,33,5,1,0,0,4,8
16124,1083,45,3,1,0,0,1,3
20805,1097,51,4,1,0,0,1,3
10099,975,55,5,1,1,0,3,6
22703,1087,56,5,1,0,1,1,3
7298,861,49,5,1,6,0,4,8
9110,936,50,5,1,0,2,2,5
14012,939,37,5,1,0,1,4,17
2319,1094,55,3,1,7,0,1,3
5583,1081,61,5,1,0,0,1,3
19489,895,52,4,1,1,0,4,4
8406,864,46,5,1,2,0,4,8
18332,1112,37,4,1,3,0,3,12
6261,836,30,5,1,0,0,4,0
1535,831,42,4,1,0,1,4,0
16846,831,38,3,1,0,0,4,0
17814,861,41,5,1,5,0,4,8
10504,1080,33,4,1,0,1,1,3
10714,1083,57,5,1,6,0,1,3
15431,1099,24,5,1,1,1,1,3
7169,903,46,4,1,0,1,4,4
12037,872,43,3,1,2,0,4,8
4306,1078,39,5,1,1,0,1,3
15462,975,40,5,1,0,1,3,6
21508,1022,48,5,1,1,0,0,7
14223,1077,49,5,1,1,1,1,3
20235,895,35,5,1,1,0,4,4
10079,936,36,5,1,0,1,2,11
9314,815,31,5,1,0,1,4,0
7380,820,36,3,1,0,1,4,0
18670,840,53,5,1,0,1,4,0
11592,903,63,5,1,1,1,4,4
4393,1028,46,4,1,1,0,0,7
11546,995,60,5,1,5,1,0,15
13084,1037,33,5,1,0,1,0,7
1093,868,56,3,1,3,0,4,8
10484,1110,31,5,1,2,0,1,3
6687,1100,23,5,1,1,0,1,3
20720,1100,47,4,1,0,1,1,3
20165,936,49,5,1,0,2,2,9
1343,708,27,5,1,0,2,2,11
6207,1081,36,5,1,1,1,1,3
20574,1053,61,4,1,1,1,0,13
5631,705,34,5,1,0,0,0,14
22378,1072,39,4,1,0,0,1,3
15354,936,39,5,1,2,2,2,18
10373,1094,39,4,1,5,1,1,3
14278,879,61,4,1,3,1,4,8
583,1060,39,3,1,0,0,0,13
8456,863,48,5,1,0,0,4,8
11278,872,35,5,1,3,0,4,8
12493,1108,56,5,1,2,0,1,3
16853,834,62,5,1,0,0,4,0
8523,1086,29,5,1,5,1,1,3
20873,1094,34,4,1,1,1,1,3
18570,829,52,5,1,1,0,4,0
2266,936,63,5,1,0,2,2,16
8585,774,30,5,1,2,2,2,11
3695,899,53,3,1,2,0,4,4
20632,936,35,4,1,2,2,2,16
17597,824,52,5,1,0,1,4,0
18961,820,25,5,1,0,0,4,0
2645,1059,33,5,1,0,0,0,13
2146,872,60,5,1,0,1,4,8
4012,1056,52,5,1,0,1,0,13
12327,868,41,5,1,0,0,4,8
3361,883,46,5,1,1,0,4,8
23292,862,49,3,1,1,0,4,8
19106,1121,50,3,1,4,0,3,12
18488,1072,34,5,1,4,1,1,3
22871,1091,46,5,1,1,1,1,3
6337,936,39,3,1,1,2,2,5
465,862,35,5,1,6,0,4,8
7773,986,42,3,1,1,0,3,6
14686,1004,47,5,1,2,1,0,15
1048,873,23,5,1,1,0,4,8
6470,907,41,5,1,0,0,4,4
2583,1110,42,3,1,0,1,1,3
19965,936,32,5,1,0,2,2,18
13256,862,36,5,1,1,0,4,8
3851,867,43,5,1,4,0,4,8
20253,831,50,5,1,2,1,4,0
14769,936,27,3,1,0,1,2,11
12376,868,38,3,1,0,0,4,8
16784,1083,48,5,1,0,0,1,3
3047,1020,30,5,1,5,0,0,15
13189,1078,27,3,1,0,0,1,3
11016,1093,40,5,1,2,0,1,3
3850,1081,49,5,1,0,1,1,3
8945,1001,52,5,1,0,0,0,15
620,634,28,5,1,1,1,2,11
6616,863,48,5,1,1,0,4,8
10337,1110,47,5,1,1,0,1,3
21928,1028,33,5,1,5,0,0,7
9949,1022,46,5,1,0,0,0,7
14149,829,35,5,1,3,1,4,0
23474,1104,32,5,1,0,1,1,3
6885,1094,50,5,1,1,1,1,3
10540,1110,70,5,1,0,0,1,3
17530,1085,58,4,1,0,1,1,3
12734,1110,47,3,1,1,0,1,3
17327,862,48,5,1,0,1,4,8
15341,916,64,5,1,0,0,4,4
19854,875,32,3,1,0,0,4,8
22000,864,52,3,1,4,1,4,8
2324,828,39,5,1,2,0,4,0
5504,1072,39,5,1,0,1,1,3
5646,878,36,5,1,3,0,4,8
6183,936,37,5,1,0,0,0,14
1750,1081,34,4,1,4,0,1,3
8516,1030,48,5,1,0,0,0,7
3826,828,45,5,1,1,0,4,0
1766,1095,24,5,1,2,1,1,3
22394,877,39,5,1,1,1,4,8
12461,823,33,5,1,0,1,4,0
14099,686,28,5,1,0,2,2,16
13616,1080,39,5,1,2,0,1,3
9959,1022,32,4,1,0,0,0,7
5959,1004,39,5,1,1,1,0,15
10955,1092,43,3,1,0,1,1,3
3376,984,39,5,1,1,0,3,6
20711,945,64,5,1,0,0,4,17
14383,1094,39,5,1,1,0,1,3
9736,1056,31,3,1,2,0,0,13
15302,1078,38,5,1,0,0,1,3
9560,864,60,4,1,3,0,4,8
14626,882,66,5,1,1,0,4,8
2452,820,21,4,1,0,0,4,0
3689,965,45,5,1,1,0,3,6
14910,936,35,5,1,1,2,2,18
15068,818,40,3,1,0,0,4,0
18210,1009,62,5,1,1,0,0,15
17767,971,27,5,1,3,1,3,6
10389,1072,52,5,1,0,0,1,3
8594,1174,47,5,1,0,2,2,18
5303,1083,32,5,1,0,0,1,3
1214,1094,52,3,1,1,0,1,3
8687,936,47,5,1,1,2,2,11
1540,947,38,4,1,1,0,4,17
11287,829,25,3,1,0,0,4,0
10991,1092,43,5,1,3,1,1,3
20210,881,51,4,1,0,0,4,8
20878,1094,39,5,1,0,1,1,3
21375,1095,29,5,1,5,0,1,3
21221,1055,27,4,1,0,1,0,13
8319,1082,27,4,1,4,0,1,3
1173,1110,23,5,1,0,0,1,3
